"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"17.10.2019 17:45 - 17.10.2019 18:00","62130","66286"
"17.10.2019 18:00 - 17.10.2019 18:15","62194","66575"
"17.10.2019 18:15 - 17.10.2019 18:30","62495","67087"
"17.10.2019 18:30 - 17.10.2019 18:45","63141","68332"
"17.10.2019 18:45 - 17.10.2019 19:00","63588","68885"
"17.10.2019 19:00 - 17.10.2019 19:15","64007","68831"
"17.10.2019 19:15 - 17.10.2019 19:30","63748","68030"
"17.10.2019 19:30 - 17.10.2019 19:45","63450","67764"
"17.10.2019 19:45 - 17.10.2019 20:00","63158","67247"
"17.10.2019 20:00 - 17.10.2019 20:15","61851","66050"
"17.10.2019 20:15 - 17.10.2019 20:30","60761","65072"
"17.10.2019 20:30 - 17.10.2019 20:45","59954","64344"
"17.10.2019 20:45 - 17.10.2019 21:00","59059","63303"
"17.10.2019 21:00 - 17.10.2019 21:15","57971","61843"
"17.10.2019 21:15 - 17.10.2019 21:30","57350","61079"
"17.10.2019 21:30 - 17.10.2019 21:45","56417","60018"
"17.10.2019 21:45 - 17.10.2019 22:00","55748","59157"
"17.10.2019 22:00 - 17.10.2019 22:15","55121","57905"
"17.10.2019 22:15 - 17.10.2019 22:30","53952","56970"
"17.10.2019 22:30 - 17.10.2019 22:45","52921","55906"
"17.10.2019 22:45 - 17.10.2019 23:00","51992","54939"
"17.10.2019 23:00 - 17.10.2019 23:15","50928","53599"
"17.10.2019 23:15 - 17.10.2019 23:30","50076","52696"
"17.10.2019 23:30 - 17.10.2019 23:45","49237","51923"
"17.10.2019 23:45 - 18.10.2019 00:00","48605","51213"
"18.10.2019 00:00 - 18.10.2019 00:15","48950","49841"
"18.10.2019 00:15 - 18.10.2019 00:30","48405","49081"
"18.10.2019 00:30 - 18.10.2019 00:45","47901","48615"
"18.10.2019 00:45 - 18.10.2019 01:00","47460","48212"
"18.10.2019 01:00 - 18.10.2019 01:15","46902","47765"
"18.10.2019 01:15 - 18.10.2019 01:30","46567","47222"
"18.10.2019 01:30 - 18.10.2019 01:45","46185","46991"
"18.10.2019 01:45 - 18.10.2019 02:00","45822","46408"
"18.10.2019 02:00 - 18.10.2019 02:15","45275","45950"
"18.10.2019 02:15 - 18.10.2019 02:30","45255","45651"
"18.10.2019 02:30 - 18.10.2019 02:45","45192","45645"
"18.10.2019 02:45 - 18.10.2019 03:00","45264","45476"
"18.10.2019 03:00 - 18.10.2019 03:15","45469","45507"
"18.10.2019 03:15 - 18.10.2019 03:30","45575","45726"
"18.10.2019 03:30 - 18.10.2019 03:45","45656","45873"
"18.10.2019 03:45 - 18.10.2019 04:00","45783","46235"
"18.10.2019 04:00 - 18.10.2019 04:15","46314","46643"
"18.10.2019 04:15 - 18.10.2019 04:30","46688","47202"
"18.10.2019 04:30 - 18.10.2019 04:45","47032","47775"
"18.10.2019 04:45 - 18.10.2019 05:00","47734","48471"
"18.10.2019 05:00 - 18.10.2019 05:15","49024","49988"
"18.10.2019 05:15 - 18.10.2019 05:30","49660","50987"
"18.10.2019 05:30 - 18.10.2019 05:45","50585","52158"
"18.10.2019 05:45 - 18.10.2019 06:00","51869","53609"
"18.10.2019 06:00 - 18.10.2019 06:15","54936","57180"
"18.10.2019 06:15 - 18.10.2019 06:30","57023","59366"
"18.10.2019 06:30 - 18.10.2019 06:45","58701","61078"
"18.10.2019 06:45 - 18.10.2019 07:00","59964","62755"
"18.10.2019 07:00 - 18.10.2019 07:15","61698","65086"
"18.10.2019 07:15 - 18.10.2019 07:30","62548","66330"
"18.10.2019 07:30 - 18.10.2019 07:45","62807","66947"
"18.10.2019 07:45 - 18.10.2019 08:00","63427","67375"
"18.10.2019 08:00 - 18.10.2019 08:15","64010","68052"
"18.10.2019 08:15 - 18.10.2019 08:30","64483","68624"
"18.10.2019 08:30 - 18.10.2019 08:45","64711","68954"
"18.10.2019 08:45 - 18.10.2019 09:00","65101","69405"
"18.10.2019 09:00 - 18.10.2019 09:15","64773","69361"
"18.10.2019 09:15 - 18.10.2019 09:30","65118","69753"
"18.10.2019 09:30 - 18.10.2019 09:45","65589","70187"
"18.10.2019 09:45 - 18.10.2019 10:00","65913","70279"
"18.10.2019 10:00 - 18.10.2019 10:15","65981","70143"
"18.10.2019 10:15 - 18.10.2019 10:30","66548","70269"
"18.10.2019 10:30 - 18.10.2019 10:45","66833","70635"
"18.10.2019 10:45 - 18.10.2019 11:00","67231","70713"
"18.10.2019 11:00 - 18.10.2019 11:15","67496","70768"
"18.10.2019 11:15 - 18.10.2019 11:30","67907","71551"
"18.10.2019 11:30 - 18.10.2019 11:45","68014","71849"
"18.10.2019 11:45 - 18.10.2019 12:00","68142","71624"
"18.10.2019 12:00 - 18.10.2019 12:15","67728","71234"
"18.10.2019 12:15 - 18.10.2019 12:30","67144","71215"
"18.10.2019 12:30 - 18.10.2019 12:45","66883","70934"
"18.10.2019 12:45 - 18.10.2019 13:00","66638","70822"
"18.10.2019 13:00 - 18.10.2019 13:15","66354","70698"
"18.10.2019 13:15 - 18.10.2019 13:30","65867","69757"
"18.10.2019 13:30 - 18.10.2019 13:45","65351","68814"
"18.10.2019 13:45 - 18.10.2019 14:00","64764","68018"
"18.10.2019 14:00 - 18.10.2019 14:15","64379","67568"
"18.10.2019 14:15 - 18.10.2019 14:30","64170","67311"
"18.10.2019 14:30 - 18.10.2019 14:45","63791","66998"
"18.10.2019 14:45 - 18.10.2019 15:00","63466","66708"
"18.10.2019 15:00 - 18.10.2019 15:15","63449","66999"
"18.10.2019 15:15 - 18.10.2019 15:30","62868","66527"
"18.10.2019 15:30 - 18.10.2019 15:45","62676","66305"
"18.10.2019 15:45 - 18.10.2019 16:00","62081","66010"
"18.10.2019 16:00 - 18.10.2019 16:15","61917","66292"
"18.10.2019 16:15 - 18.10.2019 16:30","61429","65813"
"18.10.2019 16:30 - 18.10.2019 16:45","61547","65629"
"18.10.2019 16:45 - 18.10.2019 17:00","61252","65803"
"18.10.2019 17:00 - 18.10.2019 17:15","61376","66437"
"18.10.2019 17:15 - 18.10.2019 17:30","61325","66658"
"18.10.2019 17:30 - 18.10.2019 17:45","61384","66745"
"18.10.2019 17:45 - 18.10.2019 18:00","61452","67352"
"18.10.2019 18:00 - 18.10.2019 18:15","61637","67812"
"18.10.2019 18:15 - 18.10.2019 18:30","62219","68083"
"18.10.2019 18:30 - 18.10.2019 18:45","62615","69109"
"18.10.2019 18:45 - 18.10.2019 19:00","63214","69973"
"18.10.2019 19:00 - 18.10.2019 19:15","63606","69909"
"18.10.2019 19:15 - 18.10.2019 19:30","63055","69073"
"18.10.2019 19:30 - 18.10.2019 19:45","62769","68439"
"18.10.2019 19:45 - 18.10.2019 20:00","62463","67595"
"18.10.2019 20:00 - 18.10.2019 20:15","61352","65975"
"18.10.2019 20:15 - 18.10.2019 20:30","60307","64436"
"18.10.2019 20:30 - 18.10.2019 20:45","59480","63567"
"18.10.2019 20:45 - 18.10.2019 21:00","58508","62564"
"18.10.2019 21:00 - 18.10.2019 21:15","57649","61078"
"18.10.2019 21:15 - 18.10.2019 21:30","56965","60044"
"18.10.2019 21:30 - 18.10.2019 21:45","56002","59096"
"18.10.2019 21:45 - 18.10.2019 22:00","55267","58019"
"18.10.2019 22:00 - 18.10.2019 22:15","54698","57427"
"18.10.2019 22:15 - 18.10.2019 22:30","53858","56531"
"18.10.2019 22:30 - 18.10.2019 22:45","52972","55684"
"18.10.2019 22:45 - 18.10.2019 23:00","52305","54651"
"18.10.2019 23:00 - 18.10.2019 23:15","51004","53603"
"18.10.2019 23:15 - 18.10.2019 23:30","50234","52453"
"18.10.2019 23:30 - 18.10.2019 23:45","49560","51653"
"18.10.2019 23:45 - 19.10.2019 00:00","48799","50713"
"19.10.2019 00:00 - 19.10.2019 00:15","47134","49238"
"19.10.2019 00:15 - 19.10.2019 00:30","46414","48815"
"19.10.2019 00:30 - 19.10.2019 00:45","45908","48535"
"19.10.2019 00:45 - 19.10.2019 01:00","45520","47992"
"19.10.2019 01:00 - 19.10.2019 01:15","44944","47517"
"19.10.2019 01:15 - 19.10.2019 01:30","44616","46946"
"19.10.2019 01:30 - 19.10.2019 01:45","44090","46457"
"19.10.2019 01:45 - 19.10.2019 02:00","43662","46083"
"19.10.2019 02:00 - 19.10.2019 02:15","43201","45573"
"19.10.2019 02:15 - 19.10.2019 02:30","43152","45269"
"19.10.2019 02:30 - 19.10.2019 02:45","43061","44962"
"19.10.2019 02:45 - 19.10.2019 03:00","42919","44879"
"19.10.2019 03:00 - 19.10.2019 03:15","42955","44872"
"19.10.2019 03:15 - 19.10.2019 03:30","42929","44828"
"19.10.2019 03:30 - 19.10.2019 03:45","42790","44768"
"19.10.2019 03:45 - 19.10.2019 04:00","42858","44774"
"19.10.2019 04:00 - 19.10.2019 04:15","43017","45223"
"19.10.2019 04:15 - 19.10.2019 04:30","43090","45663"
"19.10.2019 04:30 - 19.10.2019 04:45","43163","45733"
"19.10.2019 04:45 - 19.10.2019 05:00","43424","45940"
"19.10.2019 05:00 - 19.10.2019 05:15","43960","46183"
"19.10.2019 05:15 - 19.10.2019 05:30","44014","46405"
"19.10.2019 05:30 - 19.10.2019 05:45","44049","46362"
"19.10.2019 05:45 - 19.10.2019 06:00","44444","46883"
"19.10.2019 06:00 - 19.10.2019 06:15","45361","47644"
"19.10.2019 06:15 - 19.10.2019 06:30","45826","47953"
"19.10.2019 06:30 - 19.10.2019 06:45","46559","48585"
"19.10.2019 06:45 - 19.10.2019 07:00","47272","49341"
"19.10.2019 07:00 - 19.10.2019 07:15","48429","50343"
"19.10.2019 07:15 - 19.10.2019 07:30","48964","50750"
"19.10.2019 07:30 - 19.10.2019 07:45","49584","51419"
"19.10.2019 07:45 - 19.10.2019 08:00","50565","51968"
"19.10.2019 08:00 - 19.10.2019 08:15","51384","52811"
"19.10.2019 08:15 - 19.10.2019 08:30","52229","53429"
"19.10.2019 08:30 - 19.10.2019 08:45","52986","54234"
"19.10.2019 08:45 - 19.10.2019 09:00","53861","54957"
"19.10.2019 09:00 - 19.10.2019 09:15","54399","55963"
"19.10.2019 09:15 - 19.10.2019 09:30","54975","56511"
"19.10.2019 09:30 - 19.10.2019 09:45","55706","57051"
"19.10.2019 09:45 - 19.10.2019 10:00","56196","57421"
"19.10.2019 10:00 - 19.10.2019 10:15","56413","57813"
"19.10.2019 10:15 - 19.10.2019 10:30","56894","58275"
"19.10.2019 10:30 - 19.10.2019 10:45","57109","58442"
"19.10.2019 10:45 - 19.10.2019 11:00","57348","58621"
"19.10.2019 11:00 - 19.10.2019 11:15","57758","59056"
"19.10.2019 11:15 - 19.10.2019 11:30","58142","59085"
"19.10.2019 11:30 - 19.10.2019 11:45","58249","59405"
"19.10.2019 11:45 - 19.10.2019 12:00","58445","59209"
"19.10.2019 12:00 - 19.10.2019 12:15","57951","59019"
"19.10.2019 12:15 - 19.10.2019 12:30","57650","58424"
"19.10.2019 12:30 - 19.10.2019 12:45","57177","58000"
"19.10.2019 12:45 - 19.10.2019 13:00","56698","57883"
"19.10.2019 13:00 - 19.10.2019 13:15","56277","57278"
"19.10.2019 13:15 - 19.10.2019 13:30","55844","56898"
"19.10.2019 13:30 - 19.10.2019 13:45","55480","56536"
"19.10.2019 13:45 - 19.10.2019 14:00","54905","55901"
"19.10.2019 14:00 - 19.10.2019 14:15","54618","55591"
"19.10.2019 14:15 - 19.10.2019 14:30","54229","55466"
"19.10.2019 14:30 - 19.10.2019 14:45","54031","55111"
"19.10.2019 14:45 - 19.10.2019 15:00","53659","54675"
"19.10.2019 15:00 - 19.10.2019 15:15","53661","54510"
"19.10.2019 15:15 - 19.10.2019 15:30","53323","54513"
"19.10.2019 15:30 - 19.10.2019 15:45","53222","54427"
"19.10.2019 15:45 - 19.10.2019 16:00","52801","54023"
"19.10.2019 16:00 - 19.10.2019 16:15","52797","54058"
"19.10.2019 16:15 - 19.10.2019 16:30","52547","54065"
"19.10.2019 16:30 - 19.10.2019 16:45","52623","54306"
"19.10.2019 16:45 - 19.10.2019 17:00","52450","54243"
"19.10.2019 17:00 - 19.10.2019 17:15","52722","54830"
"19.10.2019 17:15 - 19.10.2019 17:30","52827","55192"
"19.10.2019 17:30 - 19.10.2019 17:45","53127","55921"
"19.10.2019 17:45 - 19.10.2019 18:00","53409","56554"
"19.10.2019 18:00 - 19.10.2019 18:15","53790","57838"
"19.10.2019 18:15 - 19.10.2019 18:30","54060","58205"
"19.10.2019 18:30 - 19.10.2019 18:45","54505","59427"
"19.10.2019 18:45 - 19.10.2019 19:00","54915","60027"
"19.10.2019 19:00 - 19.10.2019 19:15","55221","59751"
"19.10.2019 19:15 - 19.10.2019 19:30","54948","59283"
"19.10.2019 19:30 - 19.10.2019 19:45","54675","58539"
"19.10.2019 19:45 - 19.10.2019 20:00","54089","57760"
"19.10.2019 20:00 - 19.10.2019 20:15","53178","56778"
"19.10.2019 20:15 - 19.10.2019 20:30","52006","55603"
"19.10.2019 20:30 - 19.10.2019 20:45","51176","54448"
"19.10.2019 20:45 - 19.10.2019 21:00","50528","53850"
"19.10.2019 21:00 - 19.10.2019 21:15","49883","53045"
"19.10.2019 21:15 - 19.10.2019 21:30","49239","52461"
"19.10.2019 21:30 - 19.10.2019 21:45","48632","51774"
"19.10.2019 21:45 - 19.10.2019 22:00","48422","51206"
"19.10.2019 22:00 - 19.10.2019 22:15","48218","50794"
"19.10.2019 22:15 - 19.10.2019 22:30","47551","50147"
"19.10.2019 22:30 - 19.10.2019 22:45","46859","49410"
"19.10.2019 22:45 - 19.10.2019 23:00","46187","48657"
"19.10.2019 23:00 - 19.10.2019 23:15","45329","47651"
"19.10.2019 23:15 - 19.10.2019 23:30","44719","46809"
"19.10.2019 23:30 - 19.10.2019 23:45","44014","46102"
"19.10.2019 23:45 - 20.10.2019 00:00","43388","45207"
"20.10.2019 00:00 - 20.10.2019 00:15","41845","44046"
"20.10.2019 00:15 - 20.10.2019 00:30","41293","43525"
"20.10.2019 00:30 - 20.10.2019 00:45","40729","43137"
"20.10.2019 00:45 - 20.10.2019 01:00","40390","42141"
"20.10.2019 01:00 - 20.10.2019 01:15","40010","41702"
"20.10.2019 01:15 - 20.10.2019 01:30","39561","41134"
"20.10.2019 01:30 - 20.10.2019 01:45","38995","40737"
"20.10.2019 01:45 - 20.10.2019 02:00","38723","40396"
"20.10.2019 02:00 - 20.10.2019 02:15","38355","40283"
"20.10.2019 02:15 - 20.10.2019 02:30","38219","39958"
"20.10.2019 02:30 - 20.10.2019 02:45","38008","39579"
"20.10.2019 02:45 - 20.10.2019 03:00","37884","39492"
"20.10.2019 03:00 - 20.10.2019 03:15","37817","39438"
"20.10.2019 03:15 - 20.10.2019 03:30","37862","39312"
"20.10.2019 03:30 - 20.10.2019 03:45","37830","39234"
"20.10.2019 03:45 - 20.10.2019 04:00","37853","39227"
"20.10.2019 04:00 - 20.10.2019 04:15","37972","39701"
"20.10.2019 04:15 - 20.10.2019 04:30","38115","39718"
"20.10.2019 04:30 - 20.10.2019 04:45","38252","39555"
"20.10.2019 04:45 - 20.10.2019 05:00","38448","39436"
"20.10.2019 05:00 - 20.10.2019 05:15","38766","39800"
"20.10.2019 05:15 - 20.10.2019 05:30","38762","39641"
"20.10.2019 05:30 - 20.10.2019 05:45","38863","39371"
"20.10.2019 05:45 - 20.10.2019 06:00","38941","39386"
"20.10.2019 06:00 - 20.10.2019 06:15","39261","39754"
"20.10.2019 06:15 - 20.10.2019 06:30","39363","39802"
"20.10.2019 06:30 - 20.10.2019 06:45","39784","40008"
"20.10.2019 06:45 - 20.10.2019 07:00","40225","40252"
"20.10.2019 07:00 - 20.10.2019 07:15","40843","41140"
"20.10.2019 07:15 - 20.10.2019 07:30","41184","41538"
"20.10.2019 07:30 - 20.10.2019 07:45","41585","41967"
"20.10.2019 07:45 - 20.10.2019 08:00","42060","42490"
"20.10.2019 08:00 - 20.10.2019 08:15","43157","43395"
"20.10.2019 08:15 - 20.10.2019 08:30","44051","44456"
"20.10.2019 08:30 - 20.10.2019 08:45","44789","45340"
"20.10.2019 08:45 - 20.10.2019 09:00","45515","46138"
"20.10.2019 09:00 - 20.10.2019 09:15","46376","46809"
"20.10.2019 09:15 - 20.10.2019 09:30","47173","47575"
"20.10.2019 09:30 - 20.10.2019 09:45","47896","48141"
"20.10.2019 09:45 - 20.10.2019 10:00","48485","48950"
"20.10.2019 10:00 - 20.10.2019 10:15","49040","49558"
"20.10.2019 10:15 - 20.10.2019 10:30","49671","50099"
"20.10.2019 10:30 - 20.10.2019 10:45","50058","50545"
"20.10.2019 10:45 - 20.10.2019 11:00","50714","51069"
"20.10.2019 11:00 - 20.10.2019 11:15","51584","51915"
"20.10.2019 11:15 - 20.10.2019 11:30","52287","52371"
"20.10.2019 11:30 - 20.10.2019 11:45","52649","52835"
"20.10.2019 11:45 - 20.10.2019 12:00","53011","52666"
"20.10.2019 12:00 - 20.10.2019 12:15","52668","52618"
"20.10.2019 12:15 - 20.10.2019 12:30","52490","52476"
"20.10.2019 12:30 - 20.10.2019 12:45","52080","52042"
"20.10.2019 12:45 - 20.10.2019 13:00","51832","51455"
"20.10.2019 13:00 - 20.10.2019 13:15","51246","50969"
"20.10.2019 13:15 - 20.10.2019 13:30","50737","50280"
"20.10.2019 13:30 - 20.10.2019 13:45","50225","50093"
"20.10.2019 13:45 - 20.10.2019 14:00","49711","49502"
"20.10.2019 14:00 - 20.10.2019 14:15","49281","49075"
"20.10.2019 14:15 - 20.10.2019 14:30","49000","48737"
"20.10.2019 14:30 - 20.10.2019 14:45","48683","48603"
"20.10.2019 14:45 - 20.10.2019 15:00","48516","48365"
"20.10.2019 15:00 - 20.10.2019 15:15","48620","48792"
"20.10.2019 15:15 - 20.10.2019 15:30","48240","48200"
"20.10.2019 15:30 - 20.10.2019 15:45","48087","48119"
"20.10.2019 15:45 - 20.10.2019 16:00","47947","47923"
"20.10.2019 16:00 - 20.10.2019 16:15","48038","48276"
"20.10.2019 16:15 - 20.10.2019 16:30","48067","48091"
"20.10.2019 16:30 - 20.10.2019 16:45","48064","48398"
"20.10.2019 16:45 - 20.10.2019 17:00","48378","49070"
"20.10.2019 17:00 - 20.10.2019 17:15","49127","49676"
"20.10.2019 17:15 - 20.10.2019 17:30","49310","49920"
"20.10.2019 17:30 - 20.10.2019 17:45","49825","50664"
"20.10.2019 17:45 - 20.10.2019 18:00","50405","51786"
"20.10.2019 18:00 - 20.10.2019 18:15","51333","52718"
"20.10.2019 18:15 - 20.10.2019 18:30","52009","53322"
"20.10.2019 18:30 - 20.10.2019 18:45","52773","54549"
"20.10.2019 18:45 - 20.10.2019 19:00","53674","54720"
"20.10.2019 19:00 - 20.10.2019 19:15","54497","55302"
"20.10.2019 19:15 - 20.10.2019 19:30","54281","54770"
"20.10.2019 19:30 - 20.10.2019 19:45","54148","54362"
"20.10.2019 19:45 - 20.10.2019 20:00","53798","53877"
"20.10.2019 20:00 - 20.10.2019 20:15","53452","53633"
"20.10.2019 20:15 - 20.10.2019 20:30","52672","52753"
"20.10.2019 20:30 - 20.10.2019 20:45","52043","51957"
"20.10.2019 20:45 - 20.10.2019 21:00","51594","51119"
"20.10.2019 21:00 - 20.10.2019 21:15","51015","50532"
"20.10.2019 21:15 - 20.10.2019 21:30","50513","50126"
"20.10.2019 21:30 - 20.10.2019 21:45","50230","49775"
"20.10.2019 21:45 - 20.10.2019 22:00","50043","49580"
"20.10.2019 22:00 - 20.10.2019 22:15","50056","49123"
"20.10.2019 22:15 - 20.10.2019 22:30","49395","48687"
"20.10.2019 22:30 - 20.10.2019 22:45","48646","47869"
"20.10.2019 22:45 - 20.10.2019 23:00","47945","47234"
"20.10.2019 23:00 - 20.10.2019 23:15","46988","46128"
"20.10.2019 23:15 - 20.10.2019 23:30","46347","45132"
"20.10.2019 23:30 - 20.10.2019 23:45","45658","44330"
"20.10.2019 23:45 - 21.10.2019 00:00","45017","43663"
"21.10.2019 00:00 - 21.10.2019 00:15","45592","43080"
"21.10.2019 00:15 - 21.10.2019 00:30","45098","42444"
"21.10.2019 00:30 - 21.10.2019 00:45","44684","42326"
"21.10.2019 00:45 - 21.10.2019 01:00","44372","42061"
"21.10.2019 01:00 - 21.10.2019 01:15","43831","42003"
"21.10.2019 01:15 - 21.10.2019 01:30","43375","41647"
"21.10.2019 01:30 - 21.10.2019 01:45","43164","41341"
"21.10.2019 01:45 - 21.10.2019 02:00","42970","41179"
"21.10.2019 02:00 - 21.10.2019 02:15","42541","40885"
"21.10.2019 02:15 - 21.10.2019 02:30","42436","40648"
"21.10.2019 02:30 - 21.10.2019 02:45","42385","40244"
"21.10.2019 02:45 - 21.10.2019 03:00","42512","40386"
"21.10.2019 03:00 - 21.10.2019 03:15","42620","40709"
"21.10.2019 03:15 - 21.10.2019 03:30","42762","40920"
"21.10.2019 03:30 - 21.10.2019 03:45","42757","40970"
"21.10.2019 03:45 - 21.10.2019 04:00","43074","41001"
"21.10.2019 04:00 - 21.10.2019 04:15","43713","41708"
"21.10.2019 04:15 - 21.10.2019 04:30","44127","42369"
"21.10.2019 04:30 - 21.10.2019 04:45","44850","42993"
"21.10.2019 04:45 - 21.10.2019 05:00","45427","43979"
"21.10.2019 05:00 - 21.10.2019 05:15","47060","45875"
"21.10.2019 05:15 - 21.10.2019 05:30","47782","47220"
"21.10.2019 05:30 - 21.10.2019 05:45","48942","48907"
"21.10.2019 05:45 - 21.10.2019 06:00","50709","51085"
"21.10.2019 06:00 - 21.10.2019 06:15","54042","54605"
"21.10.2019 06:15 - 21.10.2019 06:30","56380","57237"
"21.10.2019 06:30 - 21.10.2019 06:45","58127","59419"
"21.10.2019 06:45 - 21.10.2019 07:00","59518","61433"
"21.10.2019 07:00 - 21.10.2019 07:15","61433","63657"
"21.10.2019 07:15 - 21.10.2019 07:30","62144","64643"
"21.10.2019 07:30 - 21.10.2019 07:45","62880","65706"
"21.10.2019 07:45 - 21.10.2019 08:00","63618","66356"
"21.10.2019 08:00 - 21.10.2019 08:15","64168","66991"
"21.10.2019 08:15 - 21.10.2019 08:30","64532","67407"
"21.10.2019 08:30 - 21.10.2019 08:45","64805","67783"
"21.10.2019 08:45 - 21.10.2019 09:00","64905","68170"
"21.10.2019 09:00 - 21.10.2019 09:15","64704","67648"
"21.10.2019 09:15 - 21.10.2019 09:30","64990","67833"
"21.10.2019 09:30 - 21.10.2019 09:45","65382","68149"
"21.10.2019 09:45 - 21.10.2019 10:00","65730","68763"
"21.10.2019 10:00 - 21.10.2019 10:15","65843","68607"
"21.10.2019 10:15 - 21.10.2019 10:30","66070","68824"
"21.10.2019 10:30 - 21.10.2019 10:45","66355","68963"
"21.10.2019 10:45 - 21.10.2019 11:00","66657","69500"
"21.10.2019 11:00 - 21.10.2019 11:15","66826","69430"
"21.10.2019 11:15 - 21.10.2019 11:30","67306","69774"
"21.10.2019 11:30 - 21.10.2019 11:45","67714","69811"
"21.10.2019 11:45 - 21.10.2019 12:00","67767","69679"
"21.10.2019 12:00 - 21.10.2019 12:15","67481","69103"
"21.10.2019 12:15 - 21.10.2019 12:30","67152","69176"
"21.10.2019 12:30 - 21.10.2019 12:45","67171","69384"
"21.10.2019 12:45 - 21.10.2019 13:00","67047","69527"
"21.10.2019 13:00 - 21.10.2019 13:15","66990","69739"
"21.10.2019 13:15 - 21.10.2019 13:30","66655","69487"
"21.10.2019 13:30 - 21.10.2019 13:45","66296","68722"
"21.10.2019 13:45 - 21.10.2019 14:00","65595","68263"
"21.10.2019 14:00 - 21.10.2019 14:15","65481","67954"
"21.10.2019 14:15 - 21.10.2019 14:30","65314","67490"
"21.10.2019 14:30 - 21.10.2019 14:45","65079","67205"
"21.10.2019 14:45 - 21.10.2019 15:00","64749","67081"
"21.10.2019 15:00 - 21.10.2019 15:15","64762","66971"
"21.10.2019 15:15 - 21.10.2019 15:30","64365","66521"
"21.10.2019 15:30 - 21.10.2019 15:45","64044","65720"
"21.10.2019 15:45 - 21.10.2019 16:00","63652","64950"
"21.10.2019 16:00 - 21.10.2019 16:15","63348","65102"
"21.10.2019 16:15 - 21.10.2019 16:30","62903","64459"
"21.10.2019 16:30 - 21.10.2019 16:45","63186","64238"
"21.10.2019 16:45 - 21.10.2019 17:00","62795","63887"
"21.10.2019 17:00 - 21.10.2019 17:15","62907","64414"
"21.10.2019 17:15 - 21.10.2019 17:30","63013","64417"
"21.10.2019 17:30 - 21.10.2019 17:45","63165","64862"
"21.10.2019 17:45 - 21.10.2019 18:00","63574","65331"
"21.10.2019 18:00 - 21.10.2019 18:15","63668","66145"
"21.10.2019 18:15 - 21.10.2019 18:30","64247","66825"
"21.10.2019 18:30 - 21.10.2019 18:45","64977","67758"
"21.10.2019 18:45 - 21.10.2019 19:00","65533","68504"
"21.10.2019 19:00 - 21.10.2019 19:15","65951","68389"
"21.10.2019 19:15 - 21.10.2019 19:30","65570","67710"
"21.10.2019 19:30 - 21.10.2019 19:45","65428","67087"
"21.10.2019 19:45 - 21.10.2019 20:00","64916","66814"
"21.10.2019 20:00 - 21.10.2019 20:15","63934","65624"
"21.10.2019 20:15 - 21.10.2019 20:30","62809","64449"
"21.10.2019 20:30 - 21.10.2019 20:45","61977","63138"
"21.10.2019 20:45 - 21.10.2019 21:00","60960","62405"
"21.10.2019 21:00 - 21.10.2019 21:15","60034","61169"
"21.10.2019 21:15 - 21.10.2019 21:30","59157","60479"
"21.10.2019 21:30 - 21.10.2019 21:45","58203","59204"
"21.10.2019 21:45 - 21.10.2019 22:00","57345","58272"
"21.10.2019 22:00 - 21.10.2019 22:15","56868","57827"
"21.10.2019 22:15 - 21.10.2019 22:30","55843","56893"
"21.10.2019 22:30 - 21.10.2019 22:45","54805","55799"
"21.10.2019 22:45 - 21.10.2019 23:00","53917","54922"
"21.10.2019 23:00 - 21.10.2019 23:15","52720","53250"
"21.10.2019 23:15 - 21.10.2019 23:30","51919","52335"
"21.10.2019 23:30 - 21.10.2019 23:45","51025","51573"
"21.10.2019 23:45 - 22.10.2019 00:00","50236","50288"
"22.10.2019 00:00 - 22.10.2019 00:15","47359","48938"
"22.10.2019 00:15 - 22.10.2019 00:30","47079","48425"
"22.10.2019 00:30 - 22.10.2019 00:45","46612","48137"
"22.10.2019 00:45 - 22.10.2019 01:00","46197","47662"
"22.10.2019 01:00 - 22.10.2019 01:15","45744","47191"
"22.10.2019 01:15 - 22.10.2019 01:30","45386","46790"
"22.10.2019 01:30 - 22.10.2019 01:45","45008","46521"
"22.10.2019 01:45 - 22.10.2019 02:00","44778","46146"
"22.10.2019 02:00 - 22.10.2019 02:15","44142","45650"
"22.10.2019 02:15 - 22.10.2019 02:30","44066","45388"
"22.10.2019 02:30 - 22.10.2019 02:45","44085","45295"
"22.10.2019 02:45 - 22.10.2019 03:00","44220","45254"
"22.10.2019 03:00 - 22.10.2019 03:15","44377","45532"
"22.10.2019 03:15 - 22.10.2019 03:30","44472","45807"
"22.10.2019 03:30 - 22.10.2019 03:45","44585","45863"
"22.10.2019 03:45 - 22.10.2019 04:00","44704","45965"
"22.10.2019 04:00 - 22.10.2019 04:15","45243","46417"
"22.10.2019 04:15 - 22.10.2019 04:30","45596","46855"
"22.10.2019 04:30 - 22.10.2019 04:45","45986","47613"
"22.10.2019 04:45 - 22.10.2019 05:00","46597","48261"
"22.10.2019 05:00 - 22.10.2019 05:15","47949","49863"
"22.10.2019 05:15 - 22.10.2019 05:30","48652","50923"
"22.10.2019 05:30 - 22.10.2019 05:45","49805","52058"
"22.10.2019 05:45 - 22.10.2019 06:00","51184","53725"
"22.10.2019 06:00 - 22.10.2019 06:15","54270","57311"
"22.10.2019 06:15 - 22.10.2019 06:30","56486","59662"
