"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"05.01.2016 11:00 - 05.01.2016 11:15","67823","79321"
"05.01.2016 11:15 - 05.01.2016 11:30","68553","79704"
"05.01.2016 11:30 - 05.01.2016 11:45","68613","80174"
"05.01.2016 11:45 - 05.01.2016 12:00","68675","80033"
"05.01.2016 12:00 - 05.01.2016 12:15","69144","80100"
"05.01.2016 12:15 - 05.01.2016 12:30","67996","79706"
"05.01.2016 12:30 - 05.01.2016 12:45","67876","79625"
"05.01.2016 12:45 - 05.01.2016 13:00","67884","79475"
"05.01.2016 13:00 - 05.01.2016 13:15","67763","79425"
"05.01.2016 13:15 - 05.01.2016 13:30","67331","79011"
"05.01.2016 13:30 - 05.01.2016 13:45","67453","78585"
"05.01.2016 13:45 - 05.01.2016 14:00","66607","77894"
"05.01.2016 14:00 - 05.01.2016 14:15","67335","78015"
"05.01.2016 14:15 - 05.01.2016 14:30","66395","77718"
"05.01.2016 14:30 - 05.01.2016 14:45","66184","77767"
"05.01.2016 14:45 - 05.01.2016 15:00","66179","77494"
"05.01.2016 15:00 - 05.01.2016 15:15","66127","77522"
"05.01.2016 15:15 - 05.01.2016 15:30","65433","77344"
"05.01.2016 15:30 - 05.01.2016 15:45","65850","77367"
"05.01.2016 15:45 - 05.01.2016 16:00","65132","77239"
"05.01.2016 16:00 - 05.01.2016 16:15","65676","77561"
"05.01.2016 16:15 - 05.01.2016 16:30","66188","77941"
"05.01.2016 16:30 - 05.01.2016 16:45","67510","79153"
"05.01.2016 16:45 - 05.01.2016 17:00","67970","80426"
"05.01.2016 17:00 - 05.01.2016 17:15","69843","81462"
"05.01.2016 17:15 - 05.01.2016 17:30","70209","81960"
"05.01.2016 17:30 - 05.01.2016 17:45","71340","82168"
"05.01.2016 17:45 - 05.01.2016 18:00","71278","82347"
"05.01.2016 18:00 - 05.01.2016 18:15","70592","82008"
"05.01.2016 18:15 - 05.01.2016 18:30","69991","81811"
"05.01.2016 18:30 - 05.01.2016 18:45","70090","81548"
"05.01.2016 18:45 - 05.01.2016 19:00","69553","81113"
"05.01.2016 19:00 - 05.01.2016 19:15","69552","80525"
"05.01.2016 19:15 - 05.01.2016 19:30","67809","79531"
"05.01.2016 19:30 - 05.01.2016 19:45","68228","78848"
"05.01.2016 19:45 - 05.01.2016 20:00","67207","78249"
"05.01.2016 20:00 - 05.01.2016 20:15","66344","76590"
"05.01.2016 20:15 - 05.01.2016 20:30","64582","74824"
"05.01.2016 20:30 - 05.01.2016 20:45","63771","73946"
"05.01.2016 20:45 - 05.01.2016 21:00","63463","72792"
"05.01.2016 21:00 - 05.01.2016 21:15","62446","71966"
"05.01.2016 21:15 - 05.01.2016 21:30","62244","71022"
"05.01.2016 21:30 - 05.01.2016 21:45","61519","70005"
"05.01.2016 21:45 - 05.01.2016 22:00","61562","69065"
"05.01.2016 22:00 - 05.01.2016 22:15","60742","69330"
"05.01.2016 22:15 - 05.01.2016 22:30","60344","68352"
"05.01.2016 22:30 - 05.01.2016 22:45","59395","67123"
"05.01.2016 22:45 - 05.01.2016 23:00","58458","65827"
"05.01.2016 23:00 - 05.01.2016 23:15","57642","64708"
"05.01.2016 23:15 - 05.01.2016 23:30","56462","63530"
"05.01.2016 23:30 - 05.01.2016 23:45","55281","62281"
"05.01.2016 23:45 - 06.01.2016 00:00","55015","61208"
"06.01.2016 00:00 - 06.01.2016 00:15","53979","60761"
"06.01.2016 00:15 - 06.01.2016 00:30","54211","59989"
"06.01.2016 00:30 - 06.01.2016 00:45","53665","59391"
"06.01.2016 00:45 - 06.01.2016 01:00","53072","58611"
"06.01.2016 01:00 - 06.01.2016 01:15","52121","57857"
"06.01.2016 01:15 - 06.01.2016 01:30","51850","57488"
"06.01.2016 01:30 - 06.01.2016 01:45","51687","56990"
"06.01.2016 01:45 - 06.01.2016 02:00","51096","56720"
"06.01.2016 02:00 - 06.01.2016 02:15","50848","56245"
"06.01.2016 02:15 - 06.01.2016 02:30","50902","55866"
"06.01.2016 02:30 - 06.01.2016 02:45","50317","55938"
"06.01.2016 02:45 - 06.01.2016 03:00","50088","55919"
"06.01.2016 03:00 - 06.01.2016 03:15","50195","55664"
"06.01.2016 03:15 - 06.01.2016 03:30","50520","55576"
"06.01.2016 03:30 - 06.01.2016 03:45","50393","55763"
"06.01.2016 03:45 - 06.01.2016 04:00","50243","55756"
"06.01.2016 04:00 - 06.01.2016 04:15","50644","56167"
"06.01.2016 04:15 - 06.01.2016 04:30","51183","56250"
"06.01.2016 04:30 - 06.01.2016 04:45","50604","56663"
"06.01.2016 04:45 - 06.01.2016 05:00","51275","56916"
"06.01.2016 05:00 - 06.01.2016 05:15","52467","57897"
"06.01.2016 05:15 - 06.01.2016 05:30","52520","58071"
"06.01.2016 05:30 - 06.01.2016 05:45","53322","58651"
"06.01.2016 05:45 - 06.01.2016 06:00","52866","58832"
"06.01.2016 06:00 - 06.01.2016 06:15","54501","60163"
"06.01.2016 06:15 - 06.01.2016 06:30","55743","61490"
"06.01.2016 06:30 - 06.01.2016 06:45","57589","62856"
"06.01.2016 06:45 - 06.01.2016 07:00","58555","64116"
"06.01.2016 07:00 - 06.01.2016 07:15","60422","65914"
"06.01.2016 07:15 - 06.01.2016 07:30","60771","67421"
"06.01.2016 07:30 - 06.01.2016 07:45","61860","68457"
"06.01.2016 07:45 - 06.01.2016 08:00","62363","69429"
"06.01.2016 08:00 - 06.01.2016 08:15","63813","70404"
"06.01.2016 08:15 - 06.01.2016 08:30","64122","70926"
"06.01.2016 08:30 - 06.01.2016 08:45","63646","71200"
"06.01.2016 08:45 - 06.01.2016 09:00","63874","71391"
"06.01.2016 09:00 - 06.01.2016 09:15","64665","71720"
"06.01.2016 09:15 - 06.01.2016 09:30","64721","72334"
"06.01.2016 09:30 - 06.01.2016 09:45","65313","72654"
"06.01.2016 09:45 - 06.01.2016 10:00","65478","73028"
"06.01.2016 10:00 - 06.01.2016 10:15","66080","73435"
"06.01.2016 10:15 - 06.01.2016 10:30","65740","73925"
"06.01.2016 10:30 - 06.01.2016 10:45","66580","74364"
"06.01.2016 10:45 - 06.01.2016 11:00","66757","75125"
"06.01.2016 11:00 - 06.01.2016 11:15","67190","75604"
"06.01.2016 11:15 - 06.01.2016 11:30","67747","76207"
"06.01.2016 11:30 - 06.01.2016 11:45","67909","76724"
"06.01.2016 11:45 - 06.01.2016 12:00","68007","76642"
"06.01.2016 12:00 - 06.01.2016 12:15","67939","76029"
"06.01.2016 12:15 - 06.01.2016 12:30","67390","75829"
"06.01.2016 12:30 - 06.01.2016 12:45","67259","75719"
"06.01.2016 12:45 - 06.01.2016 13:00","67812","75254"
"06.01.2016 13:00 - 06.01.2016 13:15","67087","74897"
"06.01.2016 13:15 - 06.01.2016 13:30","66307","74384"
"06.01.2016 13:30 - 06.01.2016 13:45","66340","73854"
"06.01.2016 13:45 - 06.01.2016 14:00","66072","73180"
"06.01.2016 14:00 - 06.01.2016 14:15","65286","72976"
"06.01.2016 14:15 - 06.01.2016 14:30","65289","72860"
"06.01.2016 14:30 - 06.01.2016 14:45","65675","72603"
"06.01.2016 14:45 - 06.01.2016 15:00","64899","72196"
"06.01.2016 15:00 - 06.01.2016 15:15","65089","72261"
"06.01.2016 15:15 - 06.01.2016 15:30","64189","72222"
"06.01.2016 15:30 - 06.01.2016 15:45","64472","72183"
"06.01.2016 15:45 - 06.01.2016 16:00","63995","72279"
"06.01.2016 16:00 - 06.01.2016 16:15","64706","72946"
"06.01.2016 16:15 - 06.01.2016 16:30","64828","73604"
"06.01.2016 16:30 - 06.01.2016 16:45","66237","75045"
"06.01.2016 16:45 - 06.01.2016 17:00","66855","76368"
"06.01.2016 17:00 - 06.01.2016 17:15","68631","77633"
"06.01.2016 17:15 - 06.01.2016 17:30","69166","77971"
"06.01.2016 17:30 - 06.01.2016 17:45","69570","78223"
"06.01.2016 17:45 - 06.01.2016 18:00","69705","78321"
"06.01.2016 18:00 - 06.01.2016 18:15","69932","78431"
"06.01.2016 18:15 - 06.01.2016 18:30","69592","78337"
"06.01.2016 18:30 - 06.01.2016 18:45","69620","77832"
"06.01.2016 18:45 - 06.01.2016 19:00","69024","77466"
"06.01.2016 19:00 - 06.01.2016 19:15","69681","76932"
"06.01.2016 19:15 - 06.01.2016 19:30","68490","76348"
"06.01.2016 19:30 - 06.01.2016 19:45","68452","75684"
"06.01.2016 19:45 - 06.01.2016 20:00","67548","74905"
"06.01.2016 20:00 - 06.01.2016 20:15","66473","73752"
"06.01.2016 20:15 - 06.01.2016 20:30","65346","72360"
"06.01.2016 20:30 - 06.01.2016 20:45","64337","71223"
"06.01.2016 20:45 - 06.01.2016 21:00","64024","70298"
"06.01.2016 21:00 - 06.01.2016 21:15","62778","69626"
"06.01.2016 21:15 - 06.01.2016 21:30","62822","68745"
"06.01.2016 21:30 - 06.01.2016 21:45","62117","68121"
"06.01.2016 21:45 - 06.01.2016 22:00","61301","67700"
"06.01.2016 22:00 - 06.01.2016 22:15","61310","67994"
"06.01.2016 22:15 - 06.01.2016 22:30","61084","67323"
"06.01.2016 22:30 - 06.01.2016 22:45","60400","66237"
"06.01.2016 22:45 - 06.01.2016 23:00","59201","65082"
"06.01.2016 23:00 - 06.01.2016 23:15","58239","63954"
"06.01.2016 23:15 - 06.01.2016 23:30","57398","62763"
"06.01.2016 23:30 - 06.01.2016 23:45","56863","61631"
"06.01.2016 23:45 - 07.01.2016 00:00","55949","60582"
"07.01.2016 00:00 - 07.01.2016 00:15","56660","60200"
"07.01.2016 00:15 - 07.01.2016 00:30","55478","59318"
"07.01.2016 00:30 - 07.01.2016 00:45","55108","58411"
"07.01.2016 00:45 - 07.01.2016 01:00","54957","57880"
"07.01.2016 01:00 - 07.01.2016 01:15","53625","57267"
"07.01.2016 01:15 - 07.01.2016 01:30","53249","56713"
"07.01.2016 01:30 - 07.01.2016 01:45","53254","56418"
"07.01.2016 01:45 - 07.01.2016 02:00","53105","56319"
"07.01.2016 02:00 - 07.01.2016 02:15","52575","55633"
"07.01.2016 02:15 - 07.01.2016 02:30","52661","55467"
"07.01.2016 02:30 - 07.01.2016 02:45","52628","55237"
"07.01.2016 02:45 - 07.01.2016 03:00","52392","55046"
"07.01.2016 03:00 - 07.01.2016 03:15","52311","55106"
"07.01.2016 03:15 - 07.01.2016 03:30","52131","55058"
"07.01.2016 03:30 - 07.01.2016 03:45","52083","55040"
"07.01.2016 03:45 - 07.01.2016 04:00","52056","55443"
"07.01.2016 04:00 - 07.01.2016 04:15","52214","56049"
"07.01.2016 04:15 - 07.01.2016 04:30","53232","56537"
"07.01.2016 04:30 - 07.01.2016 04:45","51946","56920"
"07.01.2016 04:45 - 07.01.2016 05:00","52552","57821"
"07.01.2016 05:00 - 07.01.2016 05:15","53931","59231"
"07.01.2016 05:15 - 07.01.2016 05:30","54015","60242"
"07.01.2016 05:30 - 07.01.2016 05:45","54683","61657"
"07.01.2016 05:45 - 07.01.2016 06:00","54933","63124"
"07.01.2016 06:00 - 07.01.2016 06:15","56676","66060"
"07.01.2016 06:15 - 07.01.2016 06:30","58065","68316"
"07.01.2016 06:30 - 07.01.2016 06:45","60160","70572"
"07.01.2016 06:45 - 07.01.2016 07:00","61254","73054"
"07.01.2016 07:00 - 07.01.2016 07:15","63093","75170"
"07.01.2016 07:15 - 07.01.2016 07:30","64325","76502"
"07.01.2016 07:30 - 07.01.2016 07:45","65880","77680"
"07.01.2016 07:45 - 07.01.2016 08:00","66037","78603"
"07.01.2016 08:00 - 07.01.2016 08:15","68104","79732"
"07.01.2016 08:15 - 07.01.2016 08:30","68139","80095"
"07.01.2016 08:30 - 07.01.2016 08:45","67940","80280"
"07.01.2016 08:45 - 07.01.2016 09:00","67909","80177"
"07.01.2016 09:00 - 07.01.2016 09:15","68501","80205"
"07.01.2016 09:15 - 07.01.2016 09:30","68421","80231"
"07.01.2016 09:30 - 07.01.2016 09:45","69089","80473"
"07.01.2016 09:45 - 07.01.2016 10:00","69124","80872"
"07.01.2016 10:00 - 07.01.2016 10:15","69519","80720"
"07.01.2016 10:15 - 07.01.2016 10:30","69072","80747"
"07.01.2016 10:30 - 07.01.2016 10:45","69995","80913"
"07.01.2016 10:45 - 07.01.2016 11:00","69986","80832"
"07.01.2016 11:00 - 07.01.2016 11:15","70604","81232"
"07.01.2016 11:15 - 07.01.2016 11:30","70946","81987"
"07.01.2016 11:30 - 07.01.2016 11:45","71282","82335"
"07.01.2016 11:45 - 07.01.2016 12:00","71267","82387"
"07.01.2016 12:00 - 07.01.2016 12:15","71292","82092"
"07.01.2016 12:15 - 07.01.2016 12:30","70585","81723"
"07.01.2016 12:30 - 07.01.2016 12:45","70645","81789"
"07.01.2016 12:45 - 07.01.2016 13:00","71173","81724"
"07.01.2016 13:00 - 07.01.2016 13:15","70492","81898"
"07.01.2016 13:15 - 07.01.2016 13:30","70158","81314"
"07.01.2016 13:30 - 07.01.2016 13:45","69950","80989"
"07.01.2016 13:45 - 07.01.2016 14:00","69567","80542"
"07.01.2016 14:00 - 07.01.2016 14:15","68821","80696"
"07.01.2016 14:15 - 07.01.2016 14:30","68780","80636"
"07.01.2016 14:30 - 07.01.2016 14:45","68926","80451"
"07.01.2016 14:45 - 07.01.2016 15:00","68597","80249"
"07.01.2016 15:00 - 07.01.2016 15:15","68642","80587"
"07.01.2016 15:15 - 07.01.2016 15:30","67787","80358"
"07.01.2016 15:30 - 07.01.2016 15:45","67772","80304"
"07.01.2016 15:45 - 07.01.2016 16:00","66733","80386"
"07.01.2016 16:00 - 07.01.2016 16:15","67641","80457"
"07.01.2016 16:15 - 07.01.2016 16:30","67922","81042"
"07.01.2016 16:30 - 07.01.2016 16:45","69279","81814"
"07.01.2016 16:45 - 07.01.2016 17:00","69940","82754"
"07.01.2016 17:00 - 07.01.2016 17:15","71185","83897"
"07.01.2016 17:15 - 07.01.2016 17:30","72109","84310"
"07.01.2016 17:30 - 07.01.2016 17:45","72425","84489"
"07.01.2016 17:45 - 07.01.2016 18:00","72660","84561"
"07.01.2016 18:00 - 07.01.2016 18:15","72570","84264"
"07.01.2016 18:15 - 07.01.2016 18:30","71926","83846"
"07.01.2016 18:30 - 07.01.2016 18:45","71879","83608"
"07.01.2016 18:45 - 07.01.2016 19:00","71230","83184"
"07.01.2016 19:00 - 07.01.2016 19:15","72606","82305"
"07.01.2016 19:15 - 07.01.2016 19:30","70480","81295"
"07.01.2016 19:30 - 07.01.2016 19:45","70093","80293"
"07.01.2016 19:45 - 07.01.2016 20:00","69775","79480"
"07.01.2016 20:00 - 07.01.2016 20:15","68183","78244"
"07.01.2016 20:15 - 07.01.2016 20:30","67203","76795"
"07.01.2016 20:30 - 07.01.2016 20:45","65747","75745"
"07.01.2016 20:45 - 07.01.2016 21:00","65521","74637"
"07.01.2016 21:00 - 07.01.2016 21:15","63940","73553"
"07.01.2016 21:15 - 07.01.2016 21:30","64040","72541"
"07.01.2016 21:30 - 07.01.2016 21:45","63409","71578"
"07.01.2016 21:45 - 07.01.2016 22:00","63106","70656"
"07.01.2016 22:00 - 07.01.2016 22:15","62284","71156"
"07.01.2016 22:15 - 07.01.2016 22:30","62296","70210"
"07.01.2016 22:30 - 07.01.2016 22:45","61475","68953"
"07.01.2016 22:45 - 07.01.2016 23:00","60481","67854"
"07.01.2016 23:00 - 07.01.2016 23:15","59610","66705"
"07.01.2016 23:15 - 07.01.2016 23:30","58083","65252"
"07.01.2016 23:30 - 07.01.2016 23:45","57859","63856"
"07.01.2016 23:45 - 08.01.2016 00:00","56551","62859"
"08.01.2016 00:00 - 08.01.2016 00:15","55654","62071"
"08.01.2016 00:15 - 08.01.2016 00:30","55219","61188"
"08.01.2016 00:30 - 08.01.2016 00:45","54815","60370"
"08.01.2016 00:45 - 08.01.2016 01:00","54342","59752"
"08.01.2016 01:00 - 08.01.2016 01:15","53515","59123"
"08.01.2016 01:15 - 08.01.2016 01:30","53062","58461"
"08.01.2016 01:30 - 08.01.2016 01:45","53010","58144"
"08.01.2016 01:45 - 08.01.2016 02:00","52698","57829"
"08.01.2016 02:00 - 08.01.2016 02:15","52688","57228"
"08.01.2016 02:15 - 08.01.2016 02:30","52734","57031"
"08.01.2016 02:30 - 08.01.2016 02:45","52341","56926"
"08.01.2016 02:45 - 08.01.2016 03:00","52088","56947"
"08.01.2016 03:00 - 08.01.2016 03:15","52302","57050"
"08.01.2016 03:15 - 08.01.2016 03:30","52434","57156"
"08.01.2016 03:30 - 08.01.2016 03:45","52402","57308"
"08.01.2016 03:45 - 08.01.2016 04:00","52465","57425"
"08.01.2016 04:00 - 08.01.2016 04:15","52720","57768"
"08.01.2016 04:15 - 08.01.2016 04:30","53490","58218"
"08.01.2016 04:30 - 08.01.2016 04:45","52797","58646"
"08.01.2016 04:45 - 08.01.2016 05:00","53415","59250"
"08.01.2016 05:00 - 08.01.2016 05:15","55129","60662"
"08.01.2016 05:15 - 08.01.2016 05:30","55137","61603"
"08.01.2016 05:30 - 08.01.2016 05:45","56244","62811"
"08.01.2016 05:45 - 08.01.2016 06:00","56633","64532"
"08.01.2016 06:00 - 08.01.2016 06:15","59167","67382"
"08.01.2016 06:15 - 08.01.2016 06:30","60489","70124"
"08.01.2016 06:30 - 08.01.2016 06:45","62632","72205"
"08.01.2016 06:45 - 08.01.2016 07:00","64366","74291"
"08.01.2016 07:00 - 08.01.2016 07:15","65453","76610"
"08.01.2016 07:15 - 08.01.2016 07:30","65469","77985"
"08.01.2016 07:30 - 08.01.2016 07:45","67011","79193"
"08.01.2016 07:45 - 08.01.2016 08:00","67076","80095"
"08.01.2016 08:00 - 08.01.2016 08:15","68501","80998"
"08.01.2016 08:15 - 08.01.2016 08:30","68618","81060"
"08.01.2016 08:30 - 08.01.2016 08:45","68426","81230"
"08.01.2016 08:45 - 08.01.2016 09:00","68632","81040"
"08.01.2016 09:00 - 08.01.2016 09:15","69138","80756"
"08.01.2016 09:15 - 08.01.2016 09:30","69302","80747"
"08.01.2016 09:30 - 08.01.2016 09:45","69918","81113"
"08.01.2016 09:45 - 08.01.2016 10:00","69986","81057"
"08.01.2016 10:00 - 08.01.2016 10:15","70098","80935"
"08.01.2016 10:15 - 08.01.2016 10:30","70131","80925"
"08.01.2016 10:30 - 08.01.2016 10:45","70831","81043"
"08.01.2016 10:45 - 08.01.2016 11:00","70858","81413"
"08.01.2016 11:00 - 08.01.2016 11:15","70837","81409"
"08.01.2016 11:15 - 08.01.2016 11:30","71282","81689"
"08.01.2016 11:30 - 08.01.2016 11:45","71346","81950"
"08.01.2016 11:45 - 08.01.2016 12:00","71557","81751"
"08.01.2016 12:00 - 08.01.2016 12:15","70939","81285"
"08.01.2016 12:15 - 08.01.2016 12:30","70791","80779"
"08.01.2016 12:30 - 08.01.2016 12:45","70737","80559"
"08.01.2016 12:45 - 08.01.2016 13:00","70802","80138"
"08.01.2016 13:00 - 08.01.2016 13:15","70224","79916"
"08.01.2016 13:15 - 08.01.2016 13:30","70183","79143"
"08.01.2016 13:30 - 08.01.2016 13:45","69785","78451"
"08.01.2016 13:45 - 08.01.2016 14:00","69241","77613"
"08.01.2016 14:00 - 08.01.2016 14:15","68825","77429"
"08.01.2016 14:15 - 08.01.2016 14:30","68604","77326"
"08.01.2016 14:30 - 08.01.2016 14:45","68677","76963"
"08.01.2016 14:45 - 08.01.2016 15:00","68572","76547"
"08.01.2016 15:00 - 08.01.2016 15:15","68458","76396"
"08.01.2016 15:15 - 08.01.2016 15:30","67453","76001"
"08.01.2016 15:30 - 08.01.2016 15:45","67544","76099"
"08.01.2016 15:45 - 08.01.2016 16:00","66668","76123"
"08.01.2016 16:00 - 08.01.2016 16:15","67368","76327"
"08.01.2016 16:15 - 08.01.2016 16:30","67653","76825"
"08.01.2016 16:30 - 08.01.2016 16:45","68709","77892"
"08.01.2016 16:45 - 08.01.2016 17:00","69198","79156"
"08.01.2016 17:00 - 08.01.2016 17:15","70878","80670"
"08.01.2016 17:15 - 08.01.2016 17:30","71067","81518"
"08.01.2016 17:30 - 08.01.2016 17:45","71555","81803"
"08.01.2016 17:45 - 08.01.2016 18:00","72683","81945"
"08.01.2016 18:00 - 08.01.2016 18:15","71651","81130"
"08.01.2016 18:15 - 08.01.2016 18:30","71497","80861"
"08.01.2016 18:30 - 08.01.2016 18:45","71119","80624"
"08.01.2016 18:45 - 08.01.2016 19:00","70612","79996"
"08.01.2016 19:00 - 08.01.2016 19:15","71189","79644"
"08.01.2016 19:15 - 08.01.2016 19:30","69882","78432"
"08.01.2016 19:30 - 08.01.2016 19:45","69162","77493"
"08.01.2016 19:45 - 08.01.2016 20:00","68806","76630"
"08.01.2016 20:00 - 08.01.2016 20:15","67570","74872"
"08.01.2016 20:15 - 08.01.2016 20:30","66465","73660"
"08.01.2016 20:30 - 08.01.2016 20:45","64991","72413"
"08.01.2016 20:45 - 08.01.2016 21:00","64537","71095"
"08.01.2016 21:00 - 08.01.2016 21:15","63498","70517"
"08.01.2016 21:15 - 08.01.2016 21:30","63047","69322"
"08.01.2016 21:30 - 08.01.2016 21:45","62208","68383"
"08.01.2016 21:45 - 08.01.2016 22:00","62217","67525"
"08.01.2016 22:00 - 08.01.2016 22:15","61060","67470"
"08.01.2016 22:15 - 08.01.2016 22:30","61340","66926"
"08.01.2016 22:30 - 08.01.2016 22:45","60820","65978"
"08.01.2016 22:45 - 08.01.2016 23:00","59407","64899"
"08.01.2016 23:00 - 08.01.2016 23:15","58280","63521"
"08.01.2016 23:15 - 08.01.2016 23:30","57032","62437"
"08.01.2016 23:30 - 08.01.2016 23:45","56827","61522"
"08.01.2016 23:45 - 09.01.2016 00:00","55905","60642"
"09.01.2016 00:00 - 09.01.2016 00:15","56993","59683"
"09.01.2016 00:15 - 09.01.2016 00:30","56577","58814"
"09.01.2016 00:30 - 09.01.2016 00:45","56111","58105"
"09.01.2016 00:45 - 09.01.2016 01:00","55557","57333"
"09.01.2016 01:00 - 09.01.2016 01:15","54695","56759"
"09.01.2016 01:15 - 09.01.2016 01:30","54216","56137"
"09.01.2016 01:30 - 09.01.2016 01:45","53746","55757"
"09.01.2016 01:45 - 09.01.2016 02:00","53627","55476"
"09.01.2016 02:00 - 09.01.2016 02:15","53093","54884"
"09.01.2016 02:15 - 09.01.2016 02:30","52796","54380"
"09.01.2016 02:30 - 09.01.2016 02:45","52644","54331"
"09.01.2016 02:45 - 09.01.2016 03:00","52300","54284"
"09.01.2016 03:00 - 09.01.2016 03:15","52446","54108"
"09.01.2016 03:15 - 09.01.2016 03:30","52215","53860"
"09.01.2016 03:30 - 09.01.2016 03:45","52145","53795"
"09.01.2016 03:45 - 09.01.2016 04:00","52077","53646"
"09.01.2016 04:00 - 09.01.2016 04:15","51972","53806"
"09.01.2016 04:15 - 09.01.2016 04:30","52417","53748"
"09.01.2016 04:30 - 09.01.2016 04:45","51683","53900"
"09.01.2016 04:45 - 09.01.2016 05:00","51845","54080"
"09.01.2016 05:00 - 09.01.2016 05:15","52368","54205"
"09.01.2016 05:15 - 09.01.2016 05:30","52018","54136"
"09.01.2016 05:30 - 09.01.2016 05:45","52074","53994"
"09.01.2016 05:45 - 09.01.2016 06:00","51869","53856"
"09.01.2016 06:00 - 09.01.2016 06:15","52490","53822"
"09.01.2016 06:15 - 09.01.2016 06:30","52806","54340"
"09.01.2016 06:30 - 09.01.2016 06:45","53616","54956"
"09.01.2016 06:45 - 09.01.2016 07:00","54284","55431"
"09.01.2016 07:00 - 09.01.2016 07:15","55358","56595"
"09.01.2016 07:15 - 09.01.2016 07:30","56095","57429"
"09.01.2016 07:30 - 09.01.2016 07:45","57372","58517"
"09.01.2016 07:45 - 09.01.2016 08:00","57722","59520"
"09.01.2016 08:00 - 09.01.2016 08:15","59370","60734"
"09.01.2016 08:15 - 09.01.2016 08:30","59391","61513"
"09.01.2016 08:30 - 09.01.2016 08:45","59753","62386"
"09.01.2016 08:45 - 09.01.2016 09:00","60178","63312"
"09.01.2016 09:00 - 09.01.2016 09:15","61091","64460"
"09.01.2016 09:15 - 09.01.2016 09:30","61875","65135"
"09.01.2016 09:30 - 09.01.2016 09:45","62430","65590"
"09.01.2016 09:45 - 09.01.2016 10:00","62916","66253"
"09.01.2016 10:00 - 09.01.2016 10:15","63223","66726"
"09.01.2016 10:15 - 09.01.2016 10:30","63383","67088"
"09.01.2016 10:30 - 09.01.2016 10:45","63661","67508"
"09.01.2016 10:45 - 09.01.2016 11:00","63909","67735"
"09.01.2016 11:00 - 09.01.2016 11:15","64365","68317"
"09.01.2016 11:15 - 09.01.2016 11:30","64541","68791"
"09.01.2016 11:30 - 09.01.2016 11:45","65041","69079"
"09.01.2016 11:45 - 09.01.2016 12:00","65047","68827"
"09.01.2016 12:00 - 09.01.2016 12:15","64723","68592"
"09.01.2016 12:15 - 09.01.2016 12:30","64168","68175"
"09.01.2016 12:30 - 09.01.2016 12:45","64163","67512"
"09.01.2016 12:45 - 09.01.2016 13:00","64126","67039"
"09.01.2016 13:00 - 09.01.2016 13:15","63402","66515"
"09.01.2016 13:15 - 09.01.2016 13:30","62970","65946"
"09.01.2016 13:30 - 09.01.2016 13:45","62928","65721"
"09.01.2016 13:45 - 09.01.2016 14:00","62630","64918"
"09.01.2016 14:00 - 09.01.2016 14:15","61892","64976"
"09.01.2016 14:15 - 09.01.2016 14:30","61528","64395"
"09.01.2016 14:30 - 09.01.2016 14:45","61342","64464"
"09.01.2016 14:45 - 09.01.2016 15:00","60947","64190"
"09.01.2016 15:00 - 09.01.2016 15:15","61234","64407"
"09.01.2016 15:15 - 09.01.2016 15:30","60715","64323"
"09.01.2016 15:30 - 09.01.2016 15:45","60964","64366"
"09.01.2016 15:45 - 09.01.2016 16:00","60731","64349"
