Time (CET/CEST),Day-ahead Total Load Forecast [MW],Actual Total Load [MW]
26.11.2021 07:30 - 26.11.2021 07:45,66664,71057
26.11.2021 07:45 - 26.11.2021 08:00,67125,71774
26.11.2021 08:00 - 26.11.2021 08:15,67762,72833
26.11.2021 08:15 - 26.11.2021 08:30,68214,73191
26.11.2021 08:30 - 26.11.2021 08:45,68442,73522
26.11.2021 08:45 - 26.11.2021 09:00,68790,74020
26.11.2021 09:00 - 26.11.2021 09:15,68614,73952
26.11.2021 09:15 - 26.11.2021 09:30,68954,74295
26.11.2021 09:30 - 26.11.2021 09:45,69221,74715
26.11.2021 09:45 - 26.11.2021 10:00,69897,74756
26.11.2021 10:00 - 26.11.2021 10:15,69891,74548
26.11.2021 10:15 - 26.11.2021 10:30,70092,74791
26.11.2021 10:30 - 26.11.2021 10:45,70550,74881
26.11.2021 10:45 - 26.11.2021 11:00,70785,74863
26.11.2021 11:00 - 26.11.2021 11:15,70877,75179
26.11.2021 11:15 - 26.11.2021 11:30,71188,75571
26.11.2021 11:30 - 26.11.2021 11:45,71181,75657
26.11.2021 11:45 - 26.11.2021 12:00,71216,75491
26.11.2021 12:00 - 26.11.2021 12:15,70774,75337
26.11.2021 12:15 - 26.11.2021 12:30,70486,75230
26.11.2021 12:30 - 26.11.2021 12:45,70321,74955
26.11.2021 12:45 - 26.11.2021 13:00,70120,74643
26.11.2021 13:00 - 26.11.2021 13:15,69916,74066
26.11.2021 13:15 - 26.11.2021 13:30,69561,73634
26.11.2021 13:30 - 26.11.2021 13:45,69001,73293
26.11.2021 13:45 - 26.11.2021 14:00,68409,72406
26.11.2021 14:00 - 26.11.2021 14:15,68347,72176
26.11.2021 14:15 - 26.11.2021 14:30,67968,72066
26.11.2021 14:30 - 26.11.2021 14:45,67951,71822
26.11.2021 14:45 - 26.11.2021 15:00,67636,71373
26.11.2021 15:00 - 26.11.2021 15:15,67780,71263
26.11.2021 15:15 - 26.11.2021 15:30,67646,71045
26.11.2021 15:30 - 26.11.2021 15:45,67492,71007
26.11.2021 15:45 - 26.11.2021 16:00,67184,71101
26.11.2021 16:00 - 26.11.2021 16:15,67230,71664
26.11.2021 16:15 - 26.11.2021 16:30,67646,72210
26.11.2021 16:30 - 26.11.2021 16:45,68340,73153
26.11.2021 16:45 - 26.11.2021 17:00,68976,73811
26.11.2021 17:00 - 26.11.2021 17:15,69841,74430
26.11.2021 17:15 - 26.11.2021 17:30,69777,74434
26.11.2021 17:30 - 26.11.2021 17:45,69725,74184
26.11.2021 17:45 - 26.11.2021 18:00,69953,73983
26.11.2021 18:00 - 26.11.2021 18:15,69501,73415
26.11.2021 18:15 - 26.11.2021 18:30,69175,73285
26.11.2021 18:30 - 26.11.2021 18:45,69095,72930
26.11.2021 18:45 - 26.11.2021 19:00,68951,72771
26.11.2021 19:00 - 26.11.2021 19:15,68211,72428
26.11.2021 19:15 - 26.11.2021 19:30,67731,71648
26.11.2021 19:30 - 26.11.2021 19:45,67449,71492
26.11.2021 19:45 - 26.11.2021 20:00,66815,70649
26.11.2021 20:00 - 26.11.2021 20:15,65672,69491
26.11.2021 20:15 - 26.11.2021 20:30,64917,68523
26.11.2021 20:30 - 26.11.2021 20:45,64083,67421
26.11.2021 20:45 - 26.11.2021 21:00,63358,66291
26.11.2021 21:00 - 26.11.2021 21:15,62548,65710
26.11.2021 21:15 - 26.11.2021 21:30,61843,64640
26.11.2021 21:30 - 26.11.2021 21:45,61055,63571
26.11.2021 21:45 - 26.11.2021 22:00,60183,62738
26.11.2021 22:00 - 26.11.2021 22:15,59848,62578
26.11.2021 22:15 - 26.11.2021 22:30,59199,61839
26.11.2021 22:30 - 26.11.2021 22:45,58319,61048
26.11.2021 22:45 - 26.11.2021 23:00,57849,60322
26.11.2021 23:00 - 26.11.2021 23:15,56520,59043
26.11.2021 23:15 - 26.11.2021 23:30,55735,57998
26.11.2021 23:30 - 26.11.2021 23:45,55025,57000
26.11.2021 23:45 - 27.11.2021 00:00,54322,56123
27.11.2021 00:00 - 27.11.2021 00:15,53581,55488
27.11.2021 00:15 - 27.11.2021 00:30,52934,54709
27.11.2021 00:30 - 27.11.2021 00:45,52461,53968
27.11.2021 00:45 - 27.11.2021 01:00,51990,53117
27.11.2021 01:00 - 27.11.2021 01:15,51420,52110
27.11.2021 01:15 - 27.11.2021 01:30,51019,51730
27.11.2021 01:30 - 27.11.2021 01:45,50636,51259
27.11.2021 01:45 - 27.11.2021 02:00,50270,50951
27.11.2021 02:00 - 27.11.2021 02:15,49808,50937
27.11.2021 02:15 - 27.11.2021 02:30,49544,50667
27.11.2021 02:30 - 27.11.2021 02:45,49389,50328
27.11.2021 02:45 - 27.11.2021 03:00,49455,50255
27.11.2021 03:00 - 27.11.2021 03:15,49512,50027
27.11.2021 03:15 - 27.11.2021 03:30,49488,49984
27.11.2021 03:30 - 27.11.2021 03:45,49595,49925
27.11.2021 03:45 - 27.11.2021 04:00,49610,49913
27.11.2021 04:00 - 27.11.2021 04:15,49892,49977
27.11.2021 04:15 - 27.11.2021 04:30,49817,49975
27.11.2021 04:30 - 27.11.2021 04:45,49630,50112
27.11.2021 04:45 - 27.11.2021 05:00,49812,50166
27.11.2021 05:00 - 27.11.2021 05:15,50085,50610
27.11.2021 05:15 - 27.11.2021 05:30,49965,50496
27.11.2021 05:30 - 27.11.2021 05:45,50154,50545
27.11.2021 05:45 - 27.11.2021 06:00,50344,50642
27.11.2021 06:00 - 27.11.2021 06:15,50679,51147
27.11.2021 06:15 - 27.11.2021 06:30,51416,51597
27.11.2021 06:30 - 27.11.2021 06:45,52102,52129
27.11.2021 06:45 - 27.11.2021 07:00,52878,52554
27.11.2021 07:00 - 27.11.2021 07:15,54330,53740
27.11.2021 07:15 - 27.11.2021 07:30,54867,54284
27.11.2021 07:30 - 27.11.2021 07:45,55703,55202
27.11.2021 07:45 - 27.11.2021 08:00,56119,55611
27.11.2021 08:00 - 27.11.2021 08:15,57031,56917
27.11.2021 08:15 - 27.11.2021 08:30,57829,58179
27.11.2021 08:30 - 27.11.2021 08:45,58527,58862
27.11.2021 08:45 - 27.11.2021 09:00,59261,59573
27.11.2021 09:00 - 27.11.2021 09:15,59841,60136
27.11.2021 09:15 - 27.11.2021 09:30,60349,60983
27.11.2021 09:30 - 27.11.2021 09:45,60935,61751
27.11.2021 09:45 - 27.11.2021 10:00,61439,62073
27.11.2021 10:00 - 27.11.2021 10:15,61665,62562
27.11.2021 10:15 - 27.11.2021 10:30,62168,62852
27.11.2021 10:30 - 27.11.2021 10:45,62629,62973
27.11.2021 10:45 - 27.11.2021 11:00,62838,63316
27.11.2021 11:00 - 27.11.2021 11:15,63046,63635
27.11.2021 11:15 - 27.11.2021 11:30,63390,63865
27.11.2021 11:30 - 27.11.2021 11:45,63329,64089
27.11.2021 11:45 - 27.11.2021 12:00,63219,64207
27.11.2021 12:00 - 27.11.2021 12:15,63198,63857
27.11.2021 12:15 - 27.11.2021 12:30,63021,63878
27.11.2021 12:30 - 27.11.2021 12:45,62951,63510
27.11.2021 12:45 - 27.11.2021 13:00,62603,62998
27.11.2021 13:00 - 27.11.2021 13:15,62186,62248
27.11.2021 13:15 - 27.11.2021 13:30,61786,61805
27.11.2021 13:30 - 27.11.2021 13:45,61380,61626
27.11.2021 13:45 - 27.11.2021 14:00,60936,61021
27.11.2021 14:00 - 27.11.2021 14:15,60541,60950
27.11.2021 14:15 - 27.11.2021 14:30,60030,60754
27.11.2021 14:30 - 27.11.2021 14:45,59922,60741
27.11.2021 14:45 - 27.11.2021 15:00,59920,60600
27.11.2021 15:00 - 27.11.2021 15:15,59919,60676
27.11.2021 15:15 - 27.11.2021 15:30,59889,60594
27.11.2021 15:30 - 27.11.2021 15:45,60122,60742
27.11.2021 15:45 - 27.11.2021 16:00,60230,60957
27.11.2021 16:00 - 27.11.2021 16:15,60644,61791
27.11.2021 16:15 - 27.11.2021 16:30,60954,62270
27.11.2021 16:30 - 27.11.2021 16:45,61567,63132
27.11.2021 16:45 - 27.11.2021 17:00,61995,64084
27.11.2021 17:00 - 27.11.2021 17:15,62895,64741
27.11.2021 17:15 - 27.11.2021 17:30,62922,64698
27.11.2021 17:30 - 27.11.2021 17:45,63389,64990
27.11.2021 17:45 - 27.11.2021 18:00,63624,65220
27.11.2021 18:00 - 27.11.2021 18:15,63677,65299
27.11.2021 18:15 - 27.11.2021 18:30,63263,65061
27.11.2021 18:30 - 27.11.2021 18:45,63019,64799
27.11.2021 18:45 - 27.11.2021 19:00,62670,64205
27.11.2021 19:00 - 27.11.2021 19:15,62258,63837
27.11.2021 19:15 - 27.11.2021 19:30,61743,63420
27.11.2021 19:30 - 27.11.2021 19:45,61197,63001
27.11.2021 19:45 - 27.11.2021 20:00,60620,61980
27.11.2021 20:00 - 27.11.2021 20:15,59493,60962
27.11.2021 20:15 - 27.11.2021 20:30,58638,59972
27.11.2021 20:30 - 27.11.2021 20:45,57889,59003
27.11.2021 20:45 - 27.11.2021 21:00,57305,58189
27.11.2021 21:00 - 27.11.2021 21:15,56713,57922
27.11.2021 21:15 - 27.11.2021 21:30,56367,57272
27.11.2021 21:30 - 27.11.2021 21:45,56013,56343
27.11.2021 21:45 - 27.11.2021 22:00,55700,56163
27.11.2021 22:00 - 27.11.2021 22:15,55922,56296
27.11.2021 22:15 - 27.11.2021 22:30,55326,55729
27.11.2021 22:30 - 27.11.2021 22:45,54581,54766
27.11.2021 22:45 - 27.11.2021 23:00,53914,54080
27.11.2021 23:00 - 27.11.2021 23:15,52943,53235
27.11.2021 23:15 - 27.11.2021 23:30,52372,52727
27.11.2021 23:30 - 27.11.2021 23:45,51716,52515
27.11.2021 23:45 - 28.11.2021 00:00,51021,51981
28.11.2021 00:00 - 28.11.2021 00:15,49877,50389
28.11.2021 00:15 - 28.11.2021 00:30,49328,49538
28.11.2021 00:30 - 28.11.2021 00:45,48622,48881
28.11.2021 00:45 - 28.11.2021 01:00,48244,48329
28.11.2021 01:00 - 28.11.2021 01:15,47867,48003
28.11.2021 01:15 - 28.11.2021 01:30,47618,47758
28.11.2021 01:30 - 28.11.2021 01:45,46981,47265
28.11.2021 01:45 - 28.11.2021 02:00,46850,46874
28.11.2021 02:00 - 28.11.2021 02:15,46409,47030
28.11.2021 02:15 - 28.11.2021 02:30,46376,46773
28.11.2021 02:30 - 28.11.2021 02:45,46219,46472
28.11.2021 02:45 - 28.11.2021 03:00,46094,46265
28.11.2021 03:00 - 28.11.2021 03:15,45915,46122
28.11.2021 03:15 - 28.11.2021 03:30,45807,46012
28.11.2021 03:30 - 28.11.2021 03:45,45443,46232
28.11.2021 03:45 - 28.11.2021 04:00,45483,46098
28.11.2021 04:00 - 28.11.2021 04:15,45950,46040
28.11.2021 04:15 - 28.11.2021 04:30,45716,45978
28.11.2021 04:30 - 28.11.2021 04:45,45617,45964
28.11.2021 04:45 - 28.11.2021 05:00,45814,46109
28.11.2021 05:00 - 28.11.2021 05:15,46063,46229
28.11.2021 05:15 - 28.11.2021 05:30,45863,46087
28.11.2021 05:30 - 28.11.2021 05:45,45601,46028
28.11.2021 05:45 - 28.11.2021 06:00,45715,46059
28.11.2021 06:00 - 28.11.2021 06:15,46286,45715
28.11.2021 06:15 - 28.11.2021 06:30,45906,46024
28.11.2021 06:30 - 28.11.2021 06:45,46346,46153
28.11.2021 06:45 - 28.11.2021 07:00,46849,46668
28.11.2021 07:00 - 28.11.2021 07:15,47461,47349
28.11.2021 07:15 - 28.11.2021 07:30,47587,47961
28.11.2021 07:30 - 28.11.2021 07:45,48396,48394
28.11.2021 07:45 - 28.11.2021 08:00,48674,48980
28.11.2021 08:00 - 28.11.2021 08:15,49224,50221
28.11.2021 08:15 - 28.11.2021 08:30,49871,51320
28.11.2021 08:30 - 28.11.2021 08:45,50673,52140
28.11.2021 08:45 - 28.11.2021 09:00,51339,52900
28.11.2021 09:00 - 28.11.2021 09:15,52417,54140
28.11.2021 09:15 - 28.11.2021 09:30,52836,54815
28.11.2021 09:30 - 28.11.2021 09:45,53507,55473
28.11.2021 09:45 - 28.11.2021 10:00,53989,55971
28.11.2021 10:00 - 28.11.2021 10:15,54616,56470
28.11.2021 10:15 - 28.11.2021 10:30,55050,57009
28.11.2021 10:30 - 28.11.2021 10:45,55595,57458
28.11.2021 10:45 - 28.11.2021 11:00,55980,58283
28.11.2021 11:00 - 28.11.2021 11:15,56437,59053
28.11.2021 11:15 - 28.11.2021 11:30,57087,59952
28.11.2021 11:30 - 28.11.2021 11:45,57290,60490
28.11.2021 11:45 - 28.11.2021 12:00,57284,60760
28.11.2021 12:00 - 28.11.2021 12:15,57255,60554
28.11.2021 12:15 - 28.11.2021 12:30,57006,60307
28.11.2021 12:30 - 28.11.2021 12:45,56876,60086
28.11.2021 12:45 - 28.11.2021 13:00,56259,59589
28.11.2021 13:00 - 28.11.2021 13:15,55919,59344
28.11.2021 13:15 - 28.11.2021 13:30,55492,58925
28.11.2021 13:30 - 28.11.2021 13:45,55084,58226
28.11.2021 13:45 - 28.11.2021 14:00,54615,57690
28.11.2021 14:00 - 28.11.2021 14:15,54097,57432
28.11.2021 14:15 - 28.11.2021 14:30,53795,57353
28.11.2021 14:30 - 28.11.2021 14:45,53730,57179
28.11.2021 14:45 - 28.11.2021 15:00,53362,57093
28.11.2021 15:00 - 28.11.2021 15:15,53539,57361
28.11.2021 15:15 - 28.11.2021 15:30,53425,57202
28.11.2021 15:30 - 28.11.2021 15:45,53396,57456
28.11.2021 15:45 - 28.11.2021 16:00,53478,57487
28.11.2021 16:00 - 28.11.2021 16:15,54243,58168
28.11.2021 16:15 - 28.11.2021 16:30,54846,58706
28.11.2021 16:30 - 28.11.2021 16:45,55716,59665
28.11.2021 16:45 - 28.11.2021 17:00,56889,60682
28.11.2021 17:00 - 28.11.2021 17:15,58461,61507
28.11.2021 17:15 - 28.11.2021 17:30,58737,61972
28.11.2021 17:30 - 28.11.2021 17:45,59022,62215
28.11.2021 17:45 - 28.11.2021 18:00,59563,62369
28.11.2021 18:00 - 28.11.2021 18:15,59884,62373
28.11.2021 18:15 - 28.11.2021 18:30,59754,62244
28.11.2021 18:30 - 28.11.2021 18:45,59921,62303
28.11.2021 18:45 - 28.11.2021 19:00,59669,61953
28.11.2021 19:00 - 28.11.2021 19:15,59302,61652
28.11.2021 19:15 - 28.11.2021 19:30,58685,61115
28.11.2021 19:30 - 28.11.2021 19:45,58294,60666
28.11.2021 19:45 - 28.11.2021 20:00,57853,59851
28.11.2021 20:00 - 28.11.2021 20:15,57200,59616
28.11.2021 20:15 - 28.11.2021 20:30,56557,58630
28.11.2021 20:30 - 28.11.2021 20:45,55909,57975
28.11.2021 20:45 - 28.11.2021 21:00,55433,57322
28.11.2021 21:00 - 28.11.2021 21:15,55038,57129
28.11.2021 21:15 - 28.11.2021 21:30,54685,56739
28.11.2021 21:30 - 28.11.2021 21:45,54448,56101
28.11.2021 21:45 - 28.11.2021 22:00,54607,55995
28.11.2021 22:00 - 28.11.2021 22:15,54998,56643
28.11.2021 22:15 - 28.11.2021 22:30,54436,56298
28.11.2021 22:30 - 28.11.2021 22:45,53873,55800
28.11.2021 22:45 - 28.11.2021 23:00,53232,55107
28.11.2021 23:00 - 28.11.2021 23:15,52488,54170
28.11.2021 23:15 - 28.11.2021 23:30,51998,53481
28.11.2021 23:30 - 28.11.2021 23:45,51418,53003
28.11.2021 23:45 - 29.11.2021 00:00,50663,52468
29.11.2021 00:00 - 29.11.2021 00:15,50131,52098
29.11.2021 00:15 - 29.11.2021 00:30,49712,51393
29.11.2021 00:30 - 29.11.2021 00:45,49223,50873
29.11.2021 00:45 - 29.11.2021 01:00,48863,50279
29.11.2021 01:00 - 29.11.2021 01:15,48412,49867
29.11.2021 01:15 - 29.11.2021 01:30,48384,49718
29.11.2021 01:30 - 29.11.2021 01:45,48028,49546
29.11.2021 01:45 - 29.11.2021 02:00,47881,49267
29.11.2021 02:00 - 29.11.2021 02:15,47756,48836
29.11.2021 02:15 - 29.11.2021 02:30,47742,48862
29.11.2021 02:30 - 29.11.2021 02:45,47843,48845
29.11.2021 02:45 - 29.11.2021 03:00,47992,48957
29.11.2021 03:00 - 29.11.2021 03:15,47979,49326
29.11.2021 03:15 - 29.11.2021 03:30,48048,49544
29.11.2021 03:30 - 29.11.2021 03:45,48206,49964
29.11.2021 03:45 - 29.11.2021 04:00,48436,50042
29.11.2021 04:00 - 29.11.2021 04:15,49228,50737
29.11.2021 04:15 - 29.11.2021 04:30,49570,50935
29.11.2021 04:30 - 29.11.2021 04:45,50235,51598
29.11.2021 04:45 - 29.11.2021 05:00,50919,52230
29.11.2021 05:00 - 29.11.2021 05:15,52207,53293
29.11.2021 05:15 - 29.11.2021 05:30,52981,54137
29.11.2021 05:30 - 29.11.2021 05:45,54143,55569
29.11.2021 05:45 - 29.11.2021 06:00,55486,57484
29.11.2021 06:00 - 29.11.2021 06:15,58429,60525
29.11.2021 06:15 - 29.11.2021 06:30,60398,62948
29.11.2021 06:30 - 29.11.2021 06:45,62416,64968
29.11.2021 06:45 - 29.11.2021 07:00,63835,66752
29.11.2021 07:00 - 29.11.2021 07:15,65925,68857
29.11.2021 07:15 - 29.11.2021 07:30,66941,70227
29.11.2021 07:30 - 29.11.2021 07:45,67403,71272
29.11.2021 07:45 - 29.11.2021 08:00,68029,71771
29.11.2021 08:00 - 29.11.2021 08:15,69075,72714
29.11.2021 08:15 - 29.11.2021 08:30,69695,73470
29.11.2021 08:30 - 29.11.2021 08:45,69876,73700
29.11.2021 08:45 - 29.11.2021 09:00,70110,74076
29.11.2021 09:00 - 29.11.2021 09:15,70102,74306
29.11.2021 09:15 - 29.11.2021 09:30,70508,74467
29.11.2021 09:30 - 29.11.2021 09:45,70740,74660
29.11.2021 09:45 - 29.11.2021 10:00,71024,75134
29.11.2021 10:00 - 29.11.2021 10:15,71145,74919
29.11.2021 10:15 - 29.11.2021 10:30,71297,75220
29.11.2021 10:30 - 29.11.2021 10:45,71605,75303
29.11.2021 10:45 - 29.11.2021 11:00,71805,75441
29.11.2021 11:00 - 29.11.2021 11:15,72265,75466
29.11.2021 11:15 - 29.11.2021 11:30,72697,75848
29.11.2021 11:30 - 29.11.2021 11:45,72885,75991
29.11.2021 11:45 - 29.11.2021 12:00,72873,75960
29.11.2021 12:00 - 29.11.2021 12:15,72752,75995
29.11.2021 12:15 - 29.11.2021 12:30,72874,75766
29.11.2021 12:30 - 29.11.2021 12:45,72808,75849
29.11.2021 12:45 - 29.11.2021 13:00,72773,75737
29.11.2021 13:00 - 29.11.2021 13:15,72709,75784
29.11.2021 13:15 - 29.11.2021 13:30,72409,75409
29.11.2021 13:30 - 29.11.2021 13:45,71900,75164
29.11.2021 13:45 - 29.11.2021 14:00,71240,74710
29.11.2021 14:00 - 29.11.2021 14:15,71044,74454
29.11.2021 14:15 - 29.11.2021 14:30,70885,74199
29.11.2021 14:30 - 29.11.2021 14:45,70727,74129
29.11.2021 14:45 - 29.11.2021 15:00,70318,73884
29.11.2021 15:00 - 29.11.2021 15:15,70418,73959
29.11.2021 15:15 - 29.11.2021 15:30,70158,73870
29.11.2021 15:30 - 29.11.2021 15:45,69914,73786
29.11.2021 15:45 - 29.11.2021 16:00,69654,73607
29.11.2021 16:00 - 29.11.2021 16:15,70021,74098
29.11.2021 16:15 - 29.11.2021 16:30,70277,74572
29.11.2021 16:30 - 29.11.2021 16:45,70712,75405
29.11.2021 16:45 - 29.11.2021 17:00,71561,76077
29.11.2021 17:00 - 29.11.2021 17:15,72313,76522
29.11.2021 17:15 - 29.11.2021 17:30,72248,76611
29.11.2021 17:30 - 29.11.2021 17:45,72522,76410
29.11.2021 17:45 - 29.11.2021 18:00,72634,76297
29.11.2021 18:00 - 29.11.2021 18:15,72034,75639
29.11.2021 18:15 - 29.11.2021 18:30,71723,75357
29.11.2021 18:30 - 29.11.2021 18:45,71475,75040
29.11.2021 18:45 - 29.11.2021 19:00,71264,74730
29.11.2021 19:00 - 29.11.2021 19:15,70700,73971
29.11.2021 19:15 - 29.11.2021 19:30,70262,73075
29.11.2021 19:30 - 29.11.2021 19:45,69927,72689
29.11.2021 19:45 - 29.11.2021 20:00,69366,72107
29.11.2021 20:00 - 29.11.2021 20:15,68030,70897
29.11.2021 20:15 - 29.11.2021 20:30,67198,69792
29.11.2021 20:30 - 29.11.2021 20:45,66509,68781
29.11.2021 20:45 - 29.11.2021 21:00,65825,68287
29.11.2021 21:00 - 29.11.2021 21:15,64990,67905
29.11.2021 21:15 - 29.11.2021 21:30,64424,67378
29.11.2021 21:30 - 29.11.2021 21:45,63752,66618
29.11.2021 21:45 - 29.11.2021 22:00,62911,65900
29.11.2021 22:00 - 29.11.2021 22:15,62800,65499
29.11.2021 22:15 - 29.11.2021 22:30,61862,64731
29.11.2021 22:30 - 29.11.2021 22:45,61037,63947
29.11.2021 22:45 - 29.11.2021 23:00,60267,62955
29.11.2021 23:00 - 29.11.2021 23:15,59236,61425
29.11.2021 23:15 - 29.11.2021 23:30,58331,60436
29.11.2021 23:30 - 29.11.2021 23:45,57429,59494
29.11.2021 23:45 - 30.11.2021 00:00,56898,59132
30.11.2021 00:00 - 30.11.2021 00:15,54208,57354
30.11.2021 00:15 - 30.11.2021 00:30,53943,56888
30.11.2021 00:30 - 30.11.2021 00:45,53322,56254
30.11.2021 00:45 - 30.11.2021 01:00,52821,55946
30.11.2021 01:00 - 30.11.2021 01:15,52219,55346
30.11.2021 01:15 - 30.11.2021 01:30,52011,55172
30.11.2021 01:30 - 30.11.2021 01:45,51760,55288
30.11.2021 01:45 - 30.11.2021 02:00,51551,55460
30.11.2021 02:00 - 30.11.2021 02:15,51216,54807
30.11.2021 02:15 - 30.11.2021 02:30,51135,54414
30.11.2021 02:30 - 30.11.2021 02:45,51100,54588
30.11.2021 02:45 - 30.11.2021 03:00,51260,54838
30.11.2021 03:00 - 30.11.2021 03:15,51508,55057
30.11.2021 03:15 - 30.11.2021 03:30,51715,55252
30.11.2021 03:30 - 30.11.2021 03:45,51888,55790
30.11.2021 03:45 - 30.11.2021 04:00,51908,56569
30.11.2021 04:00 - 30.11.2021 04:15,52665,57024
30.11.2021 04:15 - 30.11.2021 04:30,52893,57867
30.11.2021 04:30 - 30.11.2021 04:45,53384,58560
30.11.2021 04:45 - 30.11.2021 05:00,53995,58760
30.11.2021 05:00 - 30.11.2021 05:15,55186,60484
30.11.2021 05:15 - 30.11.2021 05:30,55737,61178
30.11.2021 05:30 - 30.11.2021 05:45,56887,62558
30.11.2021 05:45 - 30.11.2021 06:00,57989,63979
30.11.2021 06:00 - 30.11.2021 06:15,60700,67030
30.11.2021 06:15 - 30.11.2021 06:30,62807,69416
30.11.2021 06:30 - 30.11.2021 06:45,64337,71183
30.11.2021 06:45 - 30.11.2021 07:00,65631,72732
30.11.2021 07:00 - 30.11.2021 07:15,67603,74756
30.11.2021 07:15 - 30.11.2021 07:30,68760,75904
30.11.2021 07:30 - 30.11.2021 07:45,69346,76786
30.11.2021 07:45 - 30.11.2021 08:00,69979,77499
30.11.2021 08:00 - 30.11.2021 08:15,71137,78208
30.11.2021 08:15 - 30.11.2021 08:30,71843,78942
30.11.2021 08:30 - 30.11.2021 08:45,72087,79248
30.11.2021 08:45 - 30.11.2021 09:00,72281,79410
30.11.2021 09:00 - 30.11.2021 09:15,72210,79074
30.11.2021 09:15 - 30.11.2021 09:30,72622,79434
30.11.2021 09:30 - 30.11.2021 09:45,72963,79550
30.11.2021 09:45 - 30.11.2021 10:00,73208,79834
30.11.2021 10:00 - 30.11.2021 10:15,73301,80406
30.11.2021 10:15 - 30.11.2021 10:30,73291,80680
30.11.2021 10:30 - 30.11.2021 10:45,73506,81146
30.11.2021 10:45 - 30.11.2021 11:00,73753,81346
30.11.2021 11:00 - 30.11.2021 11:15,74016,81650
30.11.2021 11:15 - 30.11.2021 11:30,74375,82276
30.11.2021 11:30 - 30.11.2021 11:45,74618,82120
30.11.2021 11:45 - 30.11.2021 12:00,74587,82417
30.11.2021 12:00 - 30.11.2021 12:15,74232,81967
30.11.2021 12:15 - 30.11.2021 12:30,74170,81941
30.11.2021 12:30 - 30.11.2021 12:45,74052,81650
30.11.2021 12:45 - 30.11.2021 13:00,74237,81484
30.11.2021 13:00 - 30.11.2021 13:15,74184,81580
30.11.2021 13:15 - 30.11.2021 13:30,73641,81273
30.11.2021 13:30 - 30.11.2021 13:45,72991,80711
30.11.2021 13:45 - 30.11.2021 14:00,72444,80455
30.11.2021 14:00 - 30.11.2021 14:15,72480,80048
30.11.2021 14:15 - 30.11.2021 14:30,72292,79825
30.11.2021 14:30 - 30.11.2021 14:45,71978,79451
30.11.2021 14:45 - 30.11.2021 15:00,71564,79343
30.11.2021 15:00 - 30.11.2021 15:15,71788,79172
30.11.2021 15:15 - 30.11.2021 15:30,71536,78631
30.11.2021 15:30 - 30.11.2021 15:45,71046,78395
30.11.2021 15:45 - 30.11.2021 16:00,70908,78034
30.11.2021 16:00 - 30.11.2021 16:15,71488,78119
30.11.2021 16:15 - 30.11.2021 16:30,71821,78252
30.11.2021 16:30 - 30.11.2021 16:45,72464,78763
30.11.2021 16:45 - 30.11.2021 17:00,73308,79149
30.11.2021 17:00 - 30.11.2021 17:15,74128,79354
30.11.2021 17:15 - 30.11.2021 17:30,73950,79473
30.11.2021 17:30 - 30.11.2021 17:45,74038,79206
30.11.2021 17:45 - 30.11.2021 18:00,74112,79106
30.11.2021 18:00 - 30.11.2021 18:15,73478,78616
30.11.2021 18:15 - 30.11.2021 18:30,73102,77976
30.11.2021 18:30 - 30.11.2021 18:45,72715,77632
30.11.2021 18:45 - 30.11.2021 19:00,72504,76855
30.11.2021 19:00 - 30.11.2021 19:15,71808,76203
30.11.2021 19:15 - 30.11.2021 19:30,71501,74924
30.11.2021 19:30 - 30.11.2021 19:45,70948,73965
30.11.2021 19:45 - 30.11.2021 20:00,70488,72988
30.11.2021 20:00 - 30.11.2021 20:15,69007,71466
30.11.2021 20:15 - 30.11.2021 20:30,68117,70518
30.11.2021 20:30 - 30.11.2021 20:45,67458,69710
30.11.2021 20:45 - 30.11.2021 21:00,66600,68701
30.11.2021 21:00 - 30.11.2021 21:15,65579,67647
30.11.2021 21:15 - 30.11.2021 21:30,64854,66572
30.11.2021 21:30 - 30.11.2021 21:45,64059,65547
30.11.2021 21:45 - 30.11.2021 22:00,63237,64599
30.11.2021 22:00 - 30.11.2021 22:15,63101,64128
30.11.2021 22:15 - 30.11.2021 22:30,62244,63511
30.11.2021 22:30 - 30.11.2021 22:45,61425,62240
30.11.2021 22:45 - 30.11.2021 23:00,60612,60876
30.11.2021 23:00 - 30.11.2021 23:15,59364,59689
30.11.2021 23:15 - 30.11.2021 23:30,58417,58764
30.11.2021 23:30 - 30.11.2021 23:45,57698,57726
30.11.2021 23:45 - 01.12.2021 00:00,57123,56987
01.12.2021 00:00 - 01.12.2021 00:15,57001,56439
01.12.2021 00:15 - 01.12.2021 00:30,56843,55846
01.12.2021 00:30 - 01.12.2021 00:45,56594,55248
01.12.2021 00:45 - 01.12.2021 01:00,56107,54804
01.12.2021 01:00 - 01.12.2021 01:15,55530,54331
01.12.2021 01:15 - 01.12.2021 01:30,55349,53740
01.12.2021 01:30 - 01.12.2021 01:45,55054,53602
01.12.2021 01:45 - 01.12.2021 02:00,55038,53476
01.12.2021 02:00 - 01.12.2021 02:15,54308,53269
01.12.2021 02:15 - 01.12.2021 02:30,54583,53204
01.12.2021 02:30 - 01.12.2021 02:45,54691,53113
01.12.2021 02:45 - 01.12.2021 03:00,54804,53398
01.12.2021 03:00 - 01.12.2021 03:15,54841,53772
01.12.2021 03:15 - 01.12.2021 03:30,54896,53287
01.12.2021 03:30 - 01.12.2021 03:45,55195,54144
